index,sentiment,text
4014,Positive,RT @ElizabethND04: Wow. Awesome Dr. Carson race answer! @RealBenCarson #GOPDebate #FOXNEWSDEBATE #FoxNews #FoxDebate @FoxNews #FNC  https:/…
4015,Positive,I want to see Donald Trump as US President. He is awesome. #GOPDebate http://t.co/gWVflrsZk4
4016,Negative,God is not speaking to you looney tunes. How about some real questions? #GOPDebate  https://t.co/FBO00Cn461
4017,Negative,RT @withlove_eb: Ben Carson is at the #GOPDebate like.... http://t.co/CM6Ya8NQEV
4018,Negative,Scott Walker. You're also kinda creepy. Cartoon character creepy. It won't happen. @GOP #GOPDebate #GOPDebate2016 #GOPDebates
4019,Negative,“@msgoddessrises: Damn I'm out of Peach vodka! #GOPDebates” too bad move to vino!
4020,Negative,RT @Pyrotoz: The #GOPDebate is like watching a bunch of chimps throw their own shit at each other.
4021,Negative,"@realDonaldTrump @FoxNews @megynkelly Well if that isn't the pot calling the kettle black, I don't know what is. #GOPDebate"
4022,Positive,"RT @katestratton3: @missumuggins @tak31523 THANKS @GovMikeHuckabee Who SpokeOut 
at #GOPDebate for US #Hostages in #Iran #FreeAmirNow+3 htt…"
4023,Negative,"RT @_HankRearden: John Sinunu, who wrote a book about Jeb's dad, doesn't like Trump. What a fucking shock. #GOPDebate"
4024,Negative,RT @RWSurferGirl: Why should @realDonaldTrump pledge support to the GOP when the establishment sold out to Obama? #GOPDebate  #GOPDebates 🇺🇸
4025,Negative,I think Arthur Anderson could have run the #GOPDebate more honest than #FOXNEWSDEBATE
4026,Negative,Yeah the liberal lap dog media loved the #GOPDebate but the people who actually WATCH @FoxNews loathed it. FOX will pay.  @rushlimbaugh
4027,Negative,RT @UGottaWoody: Yep. It was like watching the political equivalent of #Sharknado. #GOPDebate https://t.co/AUTzyTwnv7
4028,Negative,"RT @jillwklausen: So how much fun was that tonight, folks? #GOPDebates #ClownShow #DebateWithBernie"
4029,Negative,#PlannedParenthood should be funded in Florida - because Floridians... #GOPDebates
4030,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
4031,Positive,"Washington by [at]jonford80 #gopdebates #demselfie. I saw all I needed to see, #randpaul was right about Isis &amp; for… http://t.co/Tkwyr327oY"
4032,Positive,"Jeb is a swell guy, and Donald is gruff. I'm a Marco Rubio fan #GOPDebates"
4033,Negative,RT @ElizabethND04: Kind of grossed out by Christie using 9/11 to help his cause.  It feels weird &amp; wrong; something about the way he's doin…
4034,Negative,"RT @nonsequiteuse: If you don't want alcohol poisoning from the #GOPDebates, play #YouHateIDonate instead. Pick a cause &amp; when the GOP hate…"
4035,Negative,RT @madyclahane: srry rather not have decisions over my body being made by men that can't count to two #GOPDebate  https://t.co/1Ps81yQaOl
4036,Negative,"Money going out, drugs coming in. Maybe make the drugs legal and tax em bro? @realDonaldTrump #GOPDebate"
4037,Negative,"RT @KLSouth: .@megynkelly's allegiance is to Murdock &amp; Ailes, not the American people. Understand this, you'll understand her. #kellyfile #…"
4038,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
4039,Negative,Why did they have britney spears moderating the #GOPDebate last night?
4040,Positive,Winners of #GOPDebate Sen. @MarcoRubio &amp; Former @HP CEO @CarlyFiorina by far best Republican Presidential Candidates http://t.co/v9QDpMpkK4
4041,Negative,Could you see some of these candidates working with the J2? Like. Nawl. #gopdebates
4042,Negative,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸
4043,Negative,"The #GOPDebate last night was phenomenal, and the ratings prove that. Watching these biased ""news"" sources spin sound bites is ridiculous."
4044,Negative,"Passion is a good leadership trait to have. But it has to be sensible, not unhinged. #GOPDebate #tcot #DonaldTrump"
4045,Negative,"RT @UnitedCitizen01: @FOXNEWS #GOPdebates

Focus Group is a LAUGH.  NOT STATISTICALLY SIgnificant."
4046,Negative,RT @LowInfoTweeter: Can Jeb Bush be swapped out for Carly Fiorina in the next debate or does the line of succession have to be Clinton or B…
4047,Positive,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates"
4048,Negative,RT @barefootpagan: Gonna call it a night &amp; think of peaceful thoughts to erase the #GOPDebate from my mind. Blessed Be. http://t.co/pDI5czn…
4049,Negative,"RT @SupermanHotMale: Hey Chris Wallace, These guys have a better plan than President Obama? Make the popcorn kids, this is going to be stup…"
4050,Positive,"Favorite quote of the night ""Freedom isn't free"" #GOPDebate"
4051,Negative,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
4052,Negative,RT @RWSurferGirl: Breaking: Brian Williams just handed Chris Christie a donut to calm him down. 🇺🇸 #GOPDebate #GOPDebates
4053,Negative,@JebBush Trump is divisive. I want to win too! Get @realDonaldTrump out of there. #GOPDebates
4054,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
4055,Negative,"RT @FoxNewsMom: I'm psychic.

#GOPDebates http://t.co/WxAF0QVhI5"
4056,Positive,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
4057,Negative,"Respecting women is  being ""politically correct"", but  then you complain about being bullied during the questioning? OK
#GOPDebate"
4058,Positive,RT @DrienaSixto: Wohoo! America's youth has the right idea don't cha think? ;) #StudentsForRubio #GOPDebate @_SFRNC http://t.co/L4WvZWwun6
4059,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
4060,Negative,"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…"
4061,Negative,"At least the Fox moderators didn't ask Republican candidates what they weere going to do about Global Warming.
#GOPDebate"
4062,Negative,"After last night's #GOPDebate, I think it's clear that #JohnMcCain is the Aegon Targaryen of the #Republican Party.
#GameofThrones"
4063,Positive,RT @CynthiaRoldan: Early numbers suggest #GOPdebate the most-watched primary debate in history http://t.co/weyG5ZLnSK
4064,Negative,"Here's what I know for sure about the #GOPDebate @ 5 &amp; 9, there were 16 people on stage that I am not voting for. #Outnumbered"
4065,Negative,"RT @Lemmits92: #GOPDebate went very well. My masters will soon choose which candidate will carry out their agenda
#WakeUpAmerica #p2 http:/…"
4066,Positive,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
4067,Negative,@Marisol_Bello news anchor @marthamaccallum asked at millions of ppl who remain on assistance than get a job. #TalkPoverty #GOPDebate
4068,Negative,RT @jsn2007: What ever happened to the answers to how they were gonna take care of vets? #GOPDebates
4069,Positive,.@ScottWalker's line on #Russia's knowledge of the #Clinton emails was pretty good. #GOPDebate
4070,Positive,I just finished reading @BuckSexton 's #GOPDEBATE tweets and still laughing until now. Very entertaining (:
4071,Negative,".@realDonaldTrump mightn't have declared bankruptcy, but now that corporations are people, his corporate offspring have #GOPDebate"
4072,Negative,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
4073,Negative,"RT @CzarofFreedom: .Not a fan of Ben Carson but @FoxNews went right after him &amp; Trump at the beginning of the so-called #GOPDebate. 
#epicf…"
4074,Negative,I don't like him. I'm not his friend. I'm not gonna call him by his nickname. It's John Bush not fucking Jeb Bush. #GOPDebates #enoughbush
4075,Positive,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.
4076,Positive,RT @JRpolitirants: Here's who I'm rooting for tonight! #CruzCrew #CruzToVictory I'm so pumped and ready for the first #GOPDebate ! http://t…
4077,Negative,Conservatives CANT POSSIBLY Support a Candidate that DONATED TO HILLARY- EVER-this is ASININE #tcot #ccot #GOPDebate #RedNationRising #PJNET
4078,Positive,"RT @senatorshoshana: This is where @RandPaul's logical consistency rocks it - he's right. Stop funding out enemies, allow @israel to be ind…"
4079,Positive,"#Fallon to Jon #Stewart: ""Please Come Back, I Can’t Do It Alone"" https://t.co/IUa0hy2UC6 #GOPDebate #Politics"
4080,Positive,not a republican ( #ClownCarCrew ) but #JohnKasich held his own last night probably the best candidate on stage for the #GOPDebates @AP @CNN
4081,Negative,Trump shows his true colors at the GOP debate - http://t.co/BWIpvDCMQy #GOPDebate #Trump #Garybusey
4082,Negative,"RT @scrowder: Talking all things #GOPDebate. Specifically, the complete massacre that happened at the hands of Carly Fiorina. #LwC"
4083,Negative,"The big winner of the #GOPDebate wasn't Scott Walker, it was Johnny Walker. http://t.co/QZOApiEkCy"
4084,Negative,"That pose is SO awkward. Who in the hell did she work with?  She's stiff, not natural. Kinda like the #GOPDebate last night. @Pissed_Pat"
4085,Positive,"""The purpose of the military is to kill people and break things"" @GovMikeHuckabee #GOPDebates  might be the quote of the night"
4086,Negative,RT @pst_II: Rand Paul comes across as the bad guy in a John Hughes film. #GOPDebates https://t.co/OODBonYfa9
4087,Negative,"RT @KikkiPlanet: Just spent 15 minutes reading the #gopdebate feed. Laughed so hard I popped a blood vessel. 'Murica, you funny as hell."
4088,Negative,"@theblaze: ""(@AP) Fact Check: Which (#GOP) Candidates Veered From the Truth in First Debate?"" #GOPDebate http://t.co/tzW4Y7Ev6U"
4089,Positive,RT @fieldnegro: The happiest person in America today after watching those debates is HRC. #GOPDebates.
4090,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
4091,Negative,"Carson playing the Booker T. Washington card and preaching ""colorblindness""... #GOPDebates #trdebates"
4092,Negative,#GOPDebate is just embarrassing
4093,Negative,RT @jsn2007: What ever happened to the answers to how they were gonna take care of vets? #GOPDebates
4094,Negative,@Jerusalem_Post Hope you watched how US Republicans condemned Obama on #IranDeal at the #GOPDebate. #MikeHuckabee's was the most blistering.
4095,Positive,"I missed the #GOPDebate, but I'm amazed that Trump is somehow considered in the lead.
https://t.co/Qzmg96pf75"
4096,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
4097,Negative,17 classy photos from Thursday’s #GOPDebate http://t.co/SsmeqWDQQi http://t.co/GnsXwcX1Yf
4098,Positive,RT @robyn_ravenclaw: Omg this is the best thing I've ever seen in my life 😂😂😂😂 #GOPDebate  https://t.co/sVFJCLmzlA
4099,Positive,I was most impressed with @marcorubio and @RealBenCarson at the #GOPDebate. Way different experience than the #macdebate.
4100,Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
4101,Negative,RT @ZeitgeistGhost: I did watch all 2nd string #GOPDebate ... can tell y they are 2nd string.  Not enough original stupidty and hatred.  Ju…
4102,Negative,"RT @PuestoLoco: .@AnnTBush @OnlyTruthReign
Cancel primaries. Fox Party set up/anointed their man Jeb Bush
#GOPDebates #CantTrustABush http:…"
4103,Negative,"RT @MarkDavis: Man, I'm sorry, this has nothing to do w/politics, but #JebBush is totally mediocre here. #GOPDebates"
4104,Negative,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…"
4105,Negative,RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
4106,Negative,RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
4107,Positive,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
4108,Negative,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate 😒 --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h"
4109,Negative,So trans soldiers can die for you Huckabee but you can't foot the bill to make them fulfilled as human beings? Really? #GOPDebates
4110,Negative,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
4111,Negative,RT @Politics_PR: The economy #GOPDebate http://t.co/HyaJKzWSGo
4112,Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
4113,Negative,RT @msamysteele: We have separation of church and state. We have separation of church and state. We have separation of church and state. #G…
4114,Negative,RT @notdramadriven: #GOPDebates @ScottWalker #Democrats can't even find one good candidate #truthbomb
4115,Negative,RT @aebrennen: Any candidate that rejects Common Core without a legitimate and thoughtful alternative should NOT be taken seriously. #GOPDe…
4116,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
4117,Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
4118,Negative,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates
4119,Negative,RT @Rojowo: You're not going to know who won #GOPDebate until you see who @TheDemocrats attack as 'unqualified' and 'frightening' #Rubio #F…
4120,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
